Course name,Description,Topics,Instructors,URL,Department
Introduction to Philosophy of Language,"This course explores the nature of meaning and truth, and their bearing on the use of language in communication. No knowledge of logic or linguistics is presupposed.","Humanities, Linguistics, Philosophy, Philosophy of Language",Prof. Stephen Yablo,https://ocw.mit.edu/courses/24-251-introduction-to-philosophy-of-language-fall-2011/,Linguistics and Philosophy
Philosophy of Love in the Western World,"This course is a seminar on the nature of love and sex, approached as topics both in philosophy and in literature. Readings from recent philosophy as well as classic myths of love that occur in works of literature and lend themselves to philosophical analysis.","Humanities, Literature, Philosophy",Prof. Irving Singer,https://ocw.mit.edu/courses/24-261-philosophy-of-love-in-the-western-world-fall-2004/,Linguistics and Philosophy
"Feeling and Imagination in Art, Science, and Technology","This course is a seminar on creativity in art, science, and technology. We discuss how these pursuits are jointly dependent on affective as well as cognitive elements in human nature. We study feeling and imagination in relation to principles of idealization, consummation, and the aesthetic values that give meaning to science and technology as well as literature and the other arts. Readings in philosophy, psychology, and literature are part of the course.Show less","Humanities, Literature, Philosophy, Science, Social Science",Prof. Irving Singer,https://ocw.mit.edu/courses/24-262-feeling-and-imagination-in-art-science-and-technology-spring-2004/,Linguistics and Philosophy
The Nature of Creativity,"This course is an introduction to problems about creativity as it pervades human experience and behavior. Questions about imagination and innovation are studied in relation to the history of philosophy as well as more recent work in philosophy, affective psychology, cognitive studies, and art theory. Readings and guidance are aligned with the student’s focus of interest.Show less","Humanities, Philosophy, Science, Social Science",Prof. Irving Singer,https://ocw.mit.edu/courses/24-263-the-nature-of-creativity-fall-2005/,Linguistics and Philosophy
Film as Visual and Literary Mythmaking,This course examines problems in the philosophy of film as well as literature studied in relation to their making of myths. The readings and films that are discussed in this course draw upon classic myths of the western world. Emphasis is placed on meaning and technique as the basis of creative value in both media.,"Fine Arts, Visual Arts, Film and Video, Humanities",Prof. Irving Singer,https://ocw.mit.edu/courses/24-264-film-as-visual-and-literary-mythmaking-fall-2005/,Linguistics and Philosophy
Introduction to Linguistics,"This course studies what is language and what does knowledge of a language consist of. It asks how do children learn languages and is language unique to humans; why are there many languages; how do languages change; is any language or dialect superior to another; and how are speech and writing related. Context for these and similar questions is provided by basic examination of internal organization of sentences, words, and sound systems. No prior training in linguistics is assumed.Show less","Humanities, Language, Linguistics, Syntax",Prof. David Pesetsky,https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-fall-2012/,Linguistics and Philosophy
Introduction to Linguistics,"This course studies what is language and what does knowledge of a language consist of. It asks how do children learn languages and is language unique to humans; why are there many languages; how do languages change; is any language or dialect superior to another; and how are speech and writing related. Context for these and similar questions is provided by basic examination of internal organization of sentences, words, and sound systems. No prior training in linguistics is assumed.Show less","Humanities, Language, Linguistics, Syntax",Prof. David Pesetsky,https://ocw.mit.edu/courses/24-900-introduction-to-linguistics-spring-2022/,Linguistics and Philosophy
Language and Its Structure I: Phonology,"24.901 is designed to give you a preliminary understanding of how the sound systems of different languages are structured, how and why they may differ from each other. The course also aims to provide you with analytical tools in phonology, enough to allow you to sketch the analysis of an entire phonological system by the end of the term. On a non-linguistic level, the course aims to teach you by example the virtues of formulating precise and explicit descriptive statements; and to develop your skills in making and evaluating arguments.Show less","Humanities, Linguistics, Phonology",Prof. Michael Kenstowicz,https://ocw.mit.edu/courses/24-901-language-and-its-structure-i-phonology-fall-2010/,Linguistics and Philosophy
Language and its Structure II: Syntax,"This course will acquaint you with some of the important results and ideas of the last half - century of research in syntax. We will explore a large number of issues and a large amount of data so that you can learn something of what this field is all about. From time to time, we will discuss related work in language acquisition and processing. The class will emphasize ideas and arguments for these ideas in addition to the the details of particular analyses. At the same time, you will learn the mechanics of one particular approach (sometimes called Principles and Parameters syntax).","Humanities, Linguistics, Syntax, Philosophy, Philosophy of Language",Prof. David Pesetsky,https://ocw.mit.edu/courses/24-902-language-and-its-structure-ii-syntax-fall-2003/,Linguistics and Philosophy
Language and its Structure II: Syntax,"This course will acquaint you with some of the important results and ideas of the last half - century of research in syntax. We will explore a large number of issues and a large amount of data so that you can learn something of what this field is all about. From time to time, we will discuss related work in language acquisition and processing. The class will emphasize ideas and arguments for these ideas in addition to the the details of particular analyses. At the same time, you will learn the mechanics of one particular approach (sometimes called Principles and Parameters syntax).","Humanities, Linguistics, Syntax, Philosophy, Philosophy of Language",Prof. David Pesetsky,https://ocw.mit.edu/courses/24-902-language-and-its-structure-ii-syntax-fall-2015/,Linguistics and Philosophy
Language and its Structure III: Semantics and Pragmatics,"This course gives an introduction to the science of linguistic meaning. There are two branches to this discipline: semantics, the study of conventional, “compositional meaning”, and pragmatics, the study of interactional meaning. There are other contributaries: philosophy, logic, syntax, and psychology. We will try to give you an understanding of the concepts of semantics and pragmatics and of some of the technical tools that we use.Show less","Humanities, Linguistics, Semantics, Philosophy, Philosophy of Language",Prof. Kai von Fintel,https://ocw.mit.edu/courses/24-903-language-and-its-structure-iii-semantics-and-pragmatics-spring-2005/,Linguistics and Philosophy
Linguistic Studies of Bilingualism,This course studies the development of bilingualism in human history (from Australopithecus to present day). It focuses on linguistic aspects of bilingualism; models of bilingualism and language acquisition; competence versus performance; effects of bilingualism on other domains of human cognition; brain imaging studies; early versus late bilingualism; opportunities to observe and conduct original research; and implications for educational policies among others. The course is taught in English.Show less,"Humanities, Language, Linguistics, Semantics",Prof. Suzanne Flynn,https://ocw.mit.edu/courses/24-906j-linguistic-studies-of-bilingualism-fall-2012/,"Linguistics and Philosophy
Global Studies and Languages"
Creole Languages and Caribbean Identities,"Caribbean Creole languages result from language contact via colonization and the slave trade. In this course we explore the history of Creole languages from cognitive, historical and comparative perspectives. We evaluate popular theories about “Creole genesis” and the role of language acquisition. Then we explore the non-linguistic aspects of Creole formation, using sources from literature, religion and music. We also look into issues of Caribbean identities as we examine Creole speakers’ and others’ beliefs and attitudes toward their cultures. We also make comparisons with relevant aspects of African-American culture in the U.S.Show less","Humanities, Linguistics, Society",Prof. Michel DeGraff,https://ocw.mit.edu/courses/24-908-creole-languages-and-caribbean-identities-spring-2017/,Linguistics and Philosophy
Topics in Linguistic Theory: Laboratory Phonology,"The goal of this course is to prepare you to engage in experimental investigations of questions related to linguistic theory, focusing on phonetics and phonology.","Engineering, Electrical Engineering, Signal Processing, Humanities",Prof. Edward Flemming,https://ocw.mit.edu/courses/24-910-topics-in-linguistic-theory-laboratory-phonology-spring-2007/,Linguistics and Philosophy
Topics in Linguistic Theory: Propositional Attitudes,"This course explores topics related to the representation and expression of propositional attitudes (e.g. belief, knowledge, and desires) and speech acts (e.g. saying and asking) in natural language. The main focus will be on semantics of predicates such as believe, know, want, say, ask, etc. Other topics will include the syntax of main and embedded clauses and formal representation of the pragmatics of conversation. The course provides practice in written and oral communication.Show less","Humanities, Linguistics, Semantics, Syntax",Dr. Tamina Stephenson,https://ocw.mit.edu/courses/24-910-topics-in-linguistic-theory-propositional-attitudes-spring-2009/,Linguistics and Philosophy
Topics in Linguistics Theory,"I realize that “Modes of Assertion” is a rather cryptic title for the course. What we will explore are ways of modulating the force of an assertion. This will engage us in formal semantics and pragmatics, the theory of speech acts and performative utterances, and quite a bit of empirical work on a not-too-well understood complex of data.","Humanities, Linguistics, Semantics",Prof. Kai von Fintel,https://ocw.mit.edu/courses/24-910-topics-in-linguistics-theory-spring-2003/,Linguistics and Philosophy
Black Matters: Introduction to Black Studies,"Interdisciplinary survey of people of African descent that draws on the overlapping approaches of history, literature, anthropology, legal studies, media studies, performance, linguistics, and creative writing. This course connects the experiences of African-Americans and of other American minorities, focusing on social, political, and cultural histories, and on linguistic patterns.Show less","Humanities, Language, Literature, Philosophy, Society",Prof. Michel DeGraff,https://ocw.mit.edu/courses/24-912-black-matters-introduction-to-black-studies-spring-2017/,"Linguistics and Philosophy
Women's and Gender Studies
History
Literature"
Language Variation and Change,"All languages vary across geographic space and between social groups, and languages are always changing. It makes sense to study these phenomena together because they are intimately related: language change is the basic source of language variation. So studying language change can help us to understand variation, and the nature of linguistic variation provides evidence as to how language changes. Both illuminate the nature of grammar. The course will focus largely on variation and change in phonetics and phonology, and most case studies will be drawn from the English language.Show less","Humanities, Linguistics, Phonology, Syntax",Prof. Edward Flemming,https://ocw.mit.edu/courses/24-914-language-variation-and-change-spring-2019/,Linguistics and Philosophy
Linguistic Phonetics,"This course is about the study of speech sounds; how we produce and perceive them and their acoustic properties. Topics include the influence of the production and perception systems on phonological patterns and sound change, students learn acoustic analysis and experimental techniques. Students taking the graduate version complete different assignments.Show less","Humanities, Linguistics, Phonology",Prof. Edward Flemming,https://ocw.mit.edu/courses/24-915-linguistic-phonetics-fall-2015/,Linguistics and Philosophy
ConLangs: How to Construct a Language,"This course explores languages that have been deliberately constructed, including Esperanto, Klingon, and Tolkien’s Elvish. Students construct their own languages while considering the basic linguistic characteristics of various languages of the world. Through regular assignments, students describe the phonology, morphology, syntax, semantics, and writing system of their constructed language. The final assignment is a grammatical description of the new language.Show less","Humanities, Linguistics, Phonology, Semantics, Syntax",Prof. Norvin W. Richards,https://ocw.mit.edu/courses/24-917-conlangs-how-to-construct-a-language-fall-2018/,Linguistics and Philosophy
The Lexicon and Its Features,"This course provides an overview of the distinctive features which distinguish sound categories of languages of the world. Theories which relate these categories to their acoustic and articulatory correlates, both universally and in particular languages, are covered. Models of word recognition by listeners, features, and phonological structure are also discussed. In addition, the course offers a variety of perspectives on these issues, drawn from Electrical Engineering, Linguistics and Cognitive Science.Show less","Humanities, Linguistics, Science",Dr. David Gow Prof. Donca Steriade Prof. Edward Flemming Prof. Kenneth Stevens Dr. Stefanie Shattuck-Hufnagel,https://ocw.mit.edu/courses/24-941j-the-lexicon-and-its-features-spring-2007/,"Linguistics and Philosophy
Electrical Engineering and Computer Science
Brain and Cognitive Sciences
Health Sciences and Technology"
Grammar of a Less Familiar Language,"This course is designed to allow participants to engage in the exploration of the grammatical structure of a language that is unknown to them (and typically to the instructors as well). In some ways it simulates traditional field methods research. In terms of format, we work in both group and individual meetings with the consultant. Each student identifies some grammatical construction (e.g. wh questions, agreement, palatalization, interrogative intonation) to focus their research: they elicit and share data and write a report on the material gathered that is to be turned in at the end of the term. Ideally, we can put together a volume of grammatical sketches.","Humanities, Linguistics",Prof. Michael Kenstowicz Prof. Norvin W. Richards,https://ocw.mit.edu/courses/24-942-grammar-of-a-less-familiar-language-spring-2003/,Linguistics and Philosophy
Linguistic Theory and the Japanese Language,"This course is a detailed examination of the grammar of Japanese and its structure which is significantly different from English, with special emphasis on problems of interest in the study of linguistic universals. Data from a broad group of languages is studied for comparison with Japanese. This course assumes familiarity with linguistic theory.Show less","Humanities, Language, Japanese, Linguistics",Prof. Shigeru Miyagawa,https://ocw.mit.edu/courses/24-946-linguistic-theory-and-the-japanese-language-fall-2004/,Linguistics and Philosophy
Language Disorders in Children,"This seminar focuses on reading and discussion of current linguistic theory, first language acquisition and language disorders in young children. It also focuses on development of a principled understanding of language disorders at the phonological, morphological and syntactic levels, examining ways in which these disorders confront theories of language and acquisition.Show less","Humanities, Language, Linguistics",Prof. Suzanne Flynn,https://ocw.mit.edu/courses/24-947-language-disorders-in-children-spring-2013/,Linguistics and Philosophy
Language Acquisition I,"This course focuses on the process by which native speakers of a language acquire the ability to speak and understand that language. It covers some of the major results in the study of first-language acquisition, concentrating on morpho-syntax, semantics, and pragmatics. The findings primarily come from English, but cross-linguistic differences in the phenomena of interest and corresponding differences in acquisition patterns are considered where appropriate. Of interest throughout is how these developmental data inform linguistic theory and/or learnability theory.Show less","Humanities, Linguistics",Prof. Athulya Aravind,https://ocw.mit.edu/courses/24-949-language-acquisition-i-fall-2020/,Linguistics and Philosophy
Introduction to Syntax,"This course is concerned with the concepts and principles which have been of central significance in the recent development of syntactic theory, with special focus on the “Government and Binding” (GB) / “Principles and Parameters” (P&P) / “Minimalist Program” (MP) approach.","Humanities, Linguistics, Syntax",Prof. Idan Landau Prof. Michel DeGraff,https://ocw.mit.edu/courses/24-951-introduction-to-syntax-fall-2003/,Linguistics and Philosophy
Advanced Syntax,"This course is a continuation of 24.951. This semester the course topics of interest include movement, phrase structure, and the architecture of the grammar.","Humanities, Linguistics, Syntax",Prof. Daniel Fox Prof. Elena Anagnostopoulou,https://ocw.mit.edu/courses/24-952-advanced-syntax-spring-2007/,Linguistics and Philosophy
Pragmatics in Linguistic Theory,"This course is the third and final part of our graduate introduction to semantics. The other two classes are 24.970 Introduction to Semantics and 24.973 Advanced Semantics. The semester will be divided into somewhat independent units. One unit will be devoted to conversational implicatures (mainly scalar implicatures) and another to presupposition. In each unit, we will discuss basic concepts and technical tools and then devote some time to recent work which illustrates their application.Show less","Humanities, Linguistics, Semantics",Prof. Danny Fox,https://ocw.mit.edu/courses/24-954-pragmatics-in-linguistic-theory-spring-2010/,Linguistics and Philosophy
Pragmatics in Linguistic Theory,"This course is the third and final part of our graduate introduction to semantics. The other two classes are 24.970 Introduction to Semantics and 24.973 Advanced Semantics. The semester will be divided into somewhat independent units. One unit will be devoted to conversational implicatures (mainly scalar implicatures) and another to presupposition. In each unit, we will discuss basic concepts and technical tools and then devote some time to recent work which illustrates their application.Show less","Humanities, Linguistics, Semantics",Prof. Danny Fox,https://ocw.mit.edu/courses/24-954-pragmatics-in-linguistic-theory-fall-2006/,Linguistics and Philosophy
Syntactic Models,"This course presents a comparison of different proposed architectures for the syntax module of grammar. The subject traces several themes across a wide variety of approaches, with emphasis on testable differences among models. Models discussed include ancient and medieval proposals, structuralism, early generative grammar, generative semantics, government-binding theory/minimalism, LFG, HPSG, TAG, functionalist perspectives and others.Show less","Humanities, Linguistics, Syntax",Prof. David Pesetsky,https://ocw.mit.edu/courses/24-960-syntactic-models-spring-2006/,Linguistics and Philosophy
Introduction to Phonology,"This course serves as an introduction to the current research questions in phonological theory. Topics include metrical and prosodic structure, features and their phonetic basis in speech, acquisition and parsing, phonological domains, morphology, and language change and reconstruction. Activities include problem solving, squibs, and data collection.Show less","Humanities, Linguistics, Phonology",Prof. Michael Kenstowicz,https://ocw.mit.edu/courses/24-961-introduction-to-phonology-fall-2014/,Linguistics and Philosophy
Advanced Phonology,"This course focuses on phonological phenomena that are sensitive to morphological structure, including base-reduplicant identity, cyclicity, level ordering, derived environment effects, opaque rule interactions, and morpheme structure constraints. In the recent OT literature, it has been claimed that all of these phenomena can be analyzed with a single theoretical device: correspondence constraints, which regulate the similarity of lexically related forms (such as input and output, base and derivative, base and reduplicant).Show less","Humanities, Linguistics, Phonology",Prof. Donca Steriade Prof. Adam Albright,https://ocw.mit.edu/courses/24-962-advanced-phonology-spring-2005/,Linguistics and Philosophy
Topics in Phonology,"This course introduces students to the theory and practice of modeling phonology, with an empirical focus on modeling the discovery of static phonotactics, the discovery of alternations, learning in the midst of variation and exceptions, and the discovery of gradient patterns. This course is also intended to provide hands-on experience with various aspects of using and developing models, including preparing training data, running simulations, and interpreting their results.Show less","Engineering, Systems Engineering, Computational Modeling and Simulation, Humanities",Prof. Adam Albright,https://ocw.mit.edu/courses/24-964-topics-in-phonology-fall-2004/,Linguistics and Philosophy
Topics in Phonology: Phonetic Realization,"Many details of phonetic realization cannot be predicted from standard phonological representations on a language-independent basis, so phonetic realization must be specified in grammar. In this seminar we will investigate phonetic realization as a component of grammar.","Humanities, Linguistics, Phonology",Prof. Edward Flemming,https://ocw.mit.edu/courses/24-964-topics-in-phonology-phonetic-realization-fall-2006/,Linguistics and Philosophy
Advanced Semantics,"This course is the second of the three parts of our graduate introduction to semantics. The others are 24.970 Introduction to Semantics and 24.954 Pragmatics in Linguistic Theory. Like the other courses, this one is not meant as an overview of the field and its current developments. Our aim is to help you to develop the ability for semantic analysis, and we think that exploring a few topics in detail together with hands-on practical work is more effective than offering a bird’s-eye view of everything. Once you have gained some experience in doing semantic analysis, reading around in the many recent handbooks and in current issues of major journals and attending our seminars and colloquia will give you all you need to prosper. Because we want to focus, we need to make difficult choices as to which topics to cover.","Humanities, Linguistics, Semantics",Prof. Kai von Fintel,https://ocw.mit.edu/courses/24-973-advanced-semantics-spring-2009/,Linguistics and Philosophy
Topics in Semantics: Negative Polarity Items,"This course is concerned with Negative Polarity Items. While raising familiar foundational questions for linguistic theory, Negative Polarity Items enter into complex and often revealing interactions with a host of other phenomena in grammar. Investigating several such interactions, the course touches on topics such as focus, presupposition, exhaustification, quantification, (in)definiteness, modals and attitudes, comparison and superlatives, and questions.Show less","Humanities, Linguistics, Semantics",Prof. Luka Crnic,https://ocw.mit.edu/courses/24-979-topics-in-semantics-negative-polarity-items-fall-2018/,Linguistics and Philosophy
"Linguistics and Social Justice: Language, Education, and Human Rights","Linguists take it for granted that all languages, including languages in the Global South, are worthy of study. Yet some 40% of children in the world are prevented from studying in and valorizing their home languages—including some of the very languages that linguists study with such fondness. So much research in linguistics and the benefits thereof remain inaccessible to the bulk of the very speech communities whose languages linguists study. This seminar examines efforts by linguists and educators to make their research more inclusive, accessible, and hospitable, and to reduce linguistic-discrimination practices in various communities world-wide.Show less","Humanities, Linguistics, Social Science, Society, Teaching and Education",Prof. Michel DeGraff,https://ocw.mit.edu/courses/24-s96-linguistics-and-social-justice-language-education-and-human-rights-fall-2021/,Linguistics and Philosophy
Modern Conceptions of Freedom,"This course examines the modern definition of freedom, and the obligations that people accept in honoring it. It investigates how these obligations are captured in the principles of our political associations. This course also studies how the centrality of freedom plays out in the political thought of such authors as Hobbes, Locke, Rousseau, Burke and Montesquieu, as well as debating which notions of freedom inspire and sustain the American experiment by careful reading of the documents and arguments of the founding of the United States.","Humanities, Philosophy, Political Philosophy",Dr. Linda Rabieh,https://ocw.mit.edu/courses/cc-111-modern-conceptions-of-freedom-spring-2013/,Concourse
Philosophy of Love,"This course explores the nature of love through works of philosophy, literature, film, poetry, and individual experience. It investigates the distinction among eros, philia, and agape. Students discuss ideas of love as a feeling, an action, a species of ‘knowing someone,’ or a way to give or take. Authors studied include Plato, Kant, Buber, D. H. Lawrence, Rumi, and Aristotle.","Humanities, Literature, Classics, Philosophy, Ethics, Political Philosophy",Dr. Lee Perlman,https://ocw.mit.edu/courses/cc-112-philosophy-of-love-spring-2013/,Concourse
History and Philosophy of Mechanics: Newton's Principia Mathematica,"This course focuses on an in-depth reading of Principia Mathematica Philosophiae Naturalis by Isaac Newton, as well as several related commentaries and historical philosophical texts.","Humanities, History, History of Science and Technology, Intellectual History, Philosophy",Adam Schulman,https://ocw.mit.edu/courses/cc-s10-history-and-philosophy-of-mechanics-newtons-principia-mathematica-fall-2011/,Concourse
Prohibition and Permission,"Explore where the prohibitions and permissions that occur in every day life come from, why they exist, and what gives them force. For example: food—you are only willing and able to eat a subset of the world’s edible substances. Marriage—some marriages are prohibited by law or by custom. This course addresses questions of prohibition and permission using psychological sources and literary works from ancient to modern. Texts include works by Shakespeare, Melville, Mary Rowlandson, and Anita Desai. Students give group and individual oral presentations.Show less","Humanities, Literature, Philosophy, Ethics, Political Philosophy, Social Science",Prof. Jeremy Wolfe Dr. Wyn Kelley,https://ocw.mit.edu/courses/cc-s10-prohibition-and-permission-spring-2007/,Concourse
Introduction to Videogame Studies,"This course offers an introduction to the interdisciplinary study of videogames as texts through an examination of their cultural, educational, and social functions in contemporary settings. Students play and analyze videogames while reading current research and theory from a variety of sources in the sciences, social sciences, humanities, and industry. Assignments focus on game analysis in the context of the theories discussed in class. Class meetings involve regular reading, writing, and presentation exercises. No prior programming experience required. Students taking the graduate version complete additional assignments.Show less","Fine Arts, Game Design, Media Studies, Digital Media",Clara Fernandez-Vara,https://ocw.mit.edu/courses/cms-300-introduction-to-videogame-studies-fall-2011/,Comparative Media Studies/Writing
Introduction to Game Design Methods,"This course is an introduction to the theory and practice of the process of designing games and playful experiences. Students are familiarized with methods, concepts, techniques, and literature used in the design of games. The strategy is process-oriented, focusing on aspects such as: Rapid prototyping, play testing, and design iteration using a player-centered approach.Show less","Fine Arts, Game Design, Media Studies, Digital Media",Mikael Jakobsson Sara Verrilli,https://ocw.mit.edu/courses/cms-301-introduction-to-game-design-methods-spring-2016/,Comparative Media Studies/Writing
Introduction to Civic Media,"This course examines civic media in comparative, transnational and historical perspectives through the use of various theoretical tools, research approaches, and project design methods.","Fine Arts, Media Studies, Social Science",Prof. Sasha Costanza-Chock Rebecca Hurwitz,https://ocw.mit.edu/courses/cms-360-introduction-to-civic-media-fall-2012/,Comparative Media Studies/Writing
Networked Social Movements: Media & Mobilization,"This seminar is a space for collaborative inquiry into the relationships between social movements and the media. We’ll review these relationships through the lens of social movement theory, and function as a workshop to develop student projects. Seminar participants will work together to explore frameworks, methods, and tools for understanding networked social movements in the digital media ecology. We will engage with social movement studies as a body of theoretical and empirical work, and learn about key concepts including: resource mobilization; political process; framing; New Social Movements; collective identity; tactical media; protest cycles; movement structure; and more. We’ll explore methods of social movement investigation, examine new data sources and tools for movement analysis, and grapple with recent innovations in social movement theory and research. Assignments include short blog posts, a book review, co-facilitation of a seminar discussion, and a final research project focused on social movement media practices in comparative perspective.Show less","Fine Arts, Media Studies, Social Science",Prof. Sasha Costanza-Chock,https://ocw.mit.edu/courses/cms-361-networked-social-movements-media-mobilization-spring-2014/,Comparative Media Studies/Writing
Civic Media Codesign Studio,"This course is a service-learning, project-based studio course that focuses on collaborative design of civic media. Students will work in diverse teams with community partners to create civic media projects grounded in real-world community needs. This course covers co-design and lean UX methods, and best practices for including communities in iterative stages of project ideation, design, prototyping, testing, launch, and stewardship. Students should have an interest in collaboration with community-based organizations.Show less","Business, Business Ethics, Globalization, Innovation, Leadership, Project Management, Humanities, Social Science, Society",Prof. Sasha Costanza-Chock Evan Henshaw-Plath,https://ocw.mit.edu/courses/cms-362-civic-media-codesign-studio-spring-2016/,Comparative Media Studies/Writing
Civic Media Codesign Studio,"This course is a service-learning, project-based studio course that focuses on collaborative design of civic media. Students will work in diverse teams with community partners to create civic media projects grounded in real-world community needs. This course covers co-design and lean UX methods, and best practices for including communities in iterative stages of project ideation, design, prototyping, testing, launch, and stewardship. Students should have an interest in collaboration with community-based organizations.Show less","Business, Business Ethics, Globalization, Innovation, Leadership, Project Management, Humanities, Social Science, Society",Prof. Sasha Costanza-Chock Evan Henshaw-Plath,https://ocw.mit.edu/courses/cms-362-civic-media-codesign-studio-fall-2020/,Comparative Media Studies/Writing
Media and Methods: Seeing and Expression,"In this course students create digital visual images and analyze designs from historical and theoretical perspectives with an emphasis on art and design, examining visual experience in broad terms, and from the perspectives of both creators and viewers. The course addresses key topics such as: image making as a cognitive and perceptual practice, the production of visual significance and meaning, and the role of technology in creating and understanding digitally produced images. Students will be given design problems growing out of their reading and present solutions using technologies such as the Adobe Creative Suite and/or similar applications.Show less","Fine Arts, Media Studies, Digital Media, Visual Arts, Graphic Design",Prof. D. Fox Harrell,https://ocw.mit.edu/courses/cms-405-media-and-methods-seeing-and-expression-spring-2013/,Comparative Media Studies/Writing
Media and Methods: Sound,"This course explores the ways in which humans experience the realm of sound and how perceptions and technologies of sound emerge from cultural, economic, and historical worlds. It examines how environmental, linguistic, and musical sounds are construed cross-culturally. It describes the rise of telephony, architectural acoustics, sound recording, and the globalized travel of these technologies. Students address questions of ownership, property, authorship, and copyright in the age of digital file sharing. There is a particular focus on how the sound/noise boundary is imagined, created and modeled across diverse sociocultural and scientific contexts. Auditory examples will be provided. Instruction and practice in written and oral communication provided. At MIT, this course is limited to 20 students.Show less","Fine Arts, Media Studies, Music",Prof. John Picker,https://ocw.mit.edu/courses/cms-407-media-and-methods-sound-fall-2012/,Comparative Media Studies/Writing
Education Technology Studio,"Students use media and technology to develop new forms of learning experiences in schools, workplaces, and informal settings. Students participate in a range of new and ongoing projects that hone understanding and skills in learning science, instructional design, development and evaluation.","Teaching and Education, Educational Technology",Dr. Rachel Slama Garron Hillaire Dr. Joshua Littenberg-Tobias Dr. Jose Ruiperez-Valiente,https://ocw.mit.edu/courses/cms-594-education-technology-studio-spring-2019/,Comparative Media Studies/Writing
Game Design,"This course provides practical instruction in the design and analysis of non-digital games. Students cover the texts, tools, references and historical context to analyze and compare game designs across a variety of genres, including sports, game shows, games of chance, card games, schoolyard games, board games, and role–playing games. In teams, students design, develop, and thoroughly test their original games to understand the interaction and evolution of game rules. Students taking the graduate version complete additional assignments.Show less","Fine Arts, Game Design, Media Studies",Philip B. Tan Jason Begy,https://ocw.mit.edu/courses/cms-608-game-design-fall-2010/,Comparative Media Studies/Writing
Game Design,"This course provides practical instruction in the design and analysis of non-digital games. Students cover the texts, tools, references and historical context to analyze and compare game designs across a variety of genres, including sports, game shows, games of chance, card games, schoolyard games, board games, and role–playing games. In teams, students design, develop, and thoroughly test their original games to understand the interaction and evolution of game rules. Students taking the graduate version complete additional assignments.Show less","Fine Arts, Game Design, Media Studies",Philip B. Tan Jason Begy,https://ocw.mit.edu/courses/cms-608-game-design-spring-2008/,Comparative Media Studies/Writing
Game Design,"This course provides practical instruction in the design and analysis of non-digital games. Students cover the texts, tools, references and historical context to analyze and compare game designs across a variety of genres, including sports, game shows, games of chance, card games, schoolyard games, board games, and role–playing games. In teams, students design, develop, and thoroughly test their original games to understand the interaction and evolution of game rules. Students taking the graduate version complete additional assignments.Show less","Fine Arts, Game Design, Media Studies",Philip B. Tan Jason Begy,https://ocw.mit.edu/courses/cms-608-game-design-spring-2014/,Comparative Media Studies/Writing
Creating Video Games,"CMS.611J / 6.073 Creating Video Games is a class that introduces students to the complexities of working in small, multidisciplinary teams to develop video games. Students will learn creative design and production methods, working together in small teams to design, develop, and thoroughly test their own original digital games. Design iteration across all aspects of video game development (game design, audio design, visual aesthetics, fiction and programming) will be stressed. Students will also be required to focus test their games, and will need to support and challenge their game design decisions with appropriate focus testing and data analysis.Show less","Business, Project Management, Engineering, Fine Arts",Philip B. Tan Richard Eberhardt Sara Verrilli Andrew Grant,https://ocw.mit.edu/courses/cms-611j-creating-video-games-fall-2014/,"Electrical Engineering and Computer Science
Comparative Media Studies/Writing"
Games for Social Change,"Run as a workshop, students collaborate in teams to design and prototype games for social change and civic engagement. Through readings, discussion, and presentations, we explore principles of game design and the social history of games. Guest speakers from academia, industry, the non-profit sector, and the gaming community contribute unique and diverse perspectives. Course culminates in an end of semester open house to showcase our games.Show less","Fine Arts, Game Design, Media Studies, Digital Media",Scot Osterweil,https://ocw.mit.edu/courses/cms-615-games-for-social-change-fall-2013/,Comparative Media Studies/Writing
Data Storytelling Studio: Climate Change,"This course explores visualization methodologies to conceive and represent systems and data, e.g., financial, media, economic, political, etc., with a particular focus on climate change data in this version of the course. Topics include basic methods for research, cleaning, and analysis of datasets, and creative methods of data presentation and storytelling. The course considers the emotional, aesthetic, ethical, and practical effects of different presentation methods as well as how to develop metrics for assessing impact. Coursework includes readings, visualization exercises, and a final project.Show less","Fine Arts, Game Design, Media Studies, Visual Arts, Graphic Design, Social Science",Rahul Bhargava,https://ocw.mit.edu/courses/cms-631-data-storytelling-studio-climate-change-spring-2017/,"Media Arts and Sciences
Comparative Media Studies/Writing"
Digital Humanities,"This course examines the theory and practice of using computational methods in the emerging field of digital humanities. It develops an understanding of key digital humanities concepts, such as data representation, digital archives, information visualization, and user interaction through the study of contemporary research, in conjunction with working on real-world projects for scholarly, educational, and public needs. Students create prototypes, write design papers, and conduct user studies.Show less","Engineering, Computer Science, Data Mining, Fine Arts, Humanities",Dr. Kurt Fendt Andy Kelleher Stuhl,https://ocw.mit.edu/courses/cms-633-digital-humanities-spring-2015/,Comparative Media Studies/Writing
